,date,title,rate,compare,comment
5958,2020-10-16,最初から最後までずっといい印象しかない,4.75,1,唯一訪問して見積もりして頂けました。提示額も一番安く、お米も頂きました。その日に段ボールを置いて行ってくれたので、すぐに箱詰め作業に入れて助かりました。作業は今までの引越しの中で一番的確な判断作業で、とても気持ちのいい素晴らしい仕事ぶりでした。次に引越しがあったら同じ人にお願いしたいくらいです。
5963,2020-10-16,非常に素敵でした。,4.25,1,作業も非常に丁寧で、対応力は抜群、コストパフォーマンスがびっくりするほど良かったです。非常に良い引っ越しができました。また引っ越しがあったら、ぜひまたお願いしたいです。
5970,2020-10-16,丁寧な対応,4.75,1,丁寧かつスピーディーに進めてくださいました。引っ越し先の家電のことなどの注意点も教えてくださり、心強かったです。また、最終確認でも何かもれがないか、手伝えることはありますかととても親切にしていただきました。荷物を出し入れする際も、スタッフさん同士でコミュニケーションをとっていたのを見て信頼のある会社なのだなと思いました。安心してお任せできました。
5964,2020-10-16,作業員の方の対応は非常に良かった。,4.5,1,作業して頂いた方の対応は非常に良かったです。私達の負担にならないように全て笑顔で対応して頂きました。ただし、新居の住所を事前に会社に伝えてるにも関わらず、当日作業に来て頂いた方には伝わっておらず、改めて確認されました。また、車の止め方、近隣対策を事前に行っていない為に、周辺に迷惑をかけたと思います。
5955,2020-10-16,大手だから安心そう,4.5,1,梱包もしていただいたのですが、女性が来てくれたのでよかったです。女性だからわかる気遣い(例えば、赤ちゃんがいたので、ミルクや哺乳瓶は梱包しないようにしておきますか？などなど色々気づいてくれました。)が嬉しかったです。産後で体力もなかったのでお任せにして正解でした。引越前日まで普通の暮らしができました。
5944,2020-10-17,大手で引っ越しのプロ,4.25,1,・見積りで満足行く値段を出してもらってすぐに決められた・見積りの時米をもらえてちょっと嬉しかった・ベテランの作業員さんが作業前の確認もてきぱきしていて無駄がなく安心できた・引っ越し後の電気つけや棚の段変えをしていただいてとても助かった・段ボールを無料で回収してもらえるのがいい・多少荷物の扱いが荒く荷物をぶつけたり落としたりすることもあった・トータルで見てコ・ス・パはよかったので次回引っ越しするときはまたお願いしたいと思った・業者選びの段階で大手なので安心感あり。しかも値段も満足できるものだったので大満足だった・引っ越し元と引っ越し先で靴下を変えていただいたり玄関でアルコール消毒したりしていて安心できた・こちらがお願いしたことにすぐ反応してくれて気持ちよく応じてくてたのでうれしく感じがとっても良かった。
5939,2020-10-17,対応が素早く引越しできました,4.5,1,荷物を段ボールに積める丁寧さ運ぶスピードにすごく驚きました丁寧で、速い悪い点は、営業マンの確認連絡がなかった【前日に】
5894,2020-10-17,安心して任せられる,4.0,1,大手ということもあり、安心して任せられたのでよかった。事前に訪問で聞いていた内容と当日の作業内容が違う箇所何点かあり、サービスを期待して高い料金を払っていたので損した気分になった。
5902,2020-10-17,仕事が早く、作業が丁寧な印象。,4.5,1,・訪問見積もりでの説明は大変丁寧で、引越しの段取りが分からない私でも、安心してお任せできました。・料金に関しての説明では、料金明細、削ることのできる限界の料金の説明をはっきりと示してくれたため、当初の予算よりも少々オーバーでしたがお願いしました。・前日梱包プランを勧められ、実際に行ったところ、手際がよく、2時間ほどで家の小物類をすべて梱包してもらえました。・荷造りつきのプランでは、引越し後に一度だけ段ボールの引き取りを無料で行ってくれます。すぐに対応してもらい、電話をした翌日に引き取りに来てくれました。・もしサカイ引越センターで引越しを考えている方がいたら、最初の訪問見積もり時点で、疑問点や値引き可能額をよく話し合うとよいです。少々高めかもしれませんが、作業内容はとても丁寧でした。
5957,2020-10-17,大変丁寧でした。,5.0,1,ホコリなど機械類など、すぐに雑巾で拭いてから運んでいた。第一印象が優しく、いい人だった。足りなかった段ボールをすぐにトラックからもってきてくれた。ペット用のゲージなど丁寧に運んでくれた。冷蔵庫、洗濯機下の、板を値段は高いが上手く説明してくれて購入した。
5675,2020-10-17,さすがプロってかんじでした。感謝します。,3.75,1,見積りはちょっと、上がってから話すのはどうかと思いました。説明も長く感じました。当日はとても早くさすがプロってかんじでした。感謝します。
5956,2020-10-17,笑顔で対応してもらえてよかった,4.25,1,訪問見積もりに来てくれた人はをこちらの要望を加味しながら親身に話を聞いてくれて好印象でした。引越し料金の相場を知らず、当初の見積もりではとても高いと思いましたが、最終的には値引きもしてもらえたのでよかったです。訪問でもらえた粗品のお米は個人的にとても嬉しいです。当日の作業員さんもきびきびと動き、作業も早かったです。笑顔で対応してもらえたのが印象的です。ただ、引越し作業完了後の10分間サービスが売りと言っていたのに終わりがけは特にそういった声がけがなかったとのことで、そこだけが残念でした。でも、トータル的にみてとてもよかったです。料金の相場がよくわからない方は、手間ではありますがやはり数社の訪問見積もりをしてもらうのが妥当かと思います。訪問されるとゴリ押しされるイメージがあって怖かったですが、意外にもそんなことはなく、ほかの引越し会社にも見積もりしてもらうことを伝えれば理解してもらえます。
