,投稿日,社名,業種,職種,従業員規模,立場,総合評価点,機能への満足,使いやすさ,サポート品質,価格
1737,2021/11/16,非公開,機械、重電,研究・開発,250名以上500名未満,ユーザー（利用者）,4,5,5,4,4
1738,2021/11/15,非公開,食品、医薬、化粧品,営業・販売,"750名以上1,000名未満",ユーザー（利用者）,4,5,5,4,4
1739,2021/11/15,非公開,人材サービス,営業・販売,100名以上250名未満,ユーザー（利用者）,4,5,4,4,4
1740,2021/11/15,非公開,情報処理、ＳＩ、ソフトウェア,営業・販売,50名以上100名未満,ユーザー（利用者）,4,4,4,3,3
1741,2021/11/15,非公開,人材サービス,企画・調査・マーケティング,"750名以上1,000名未満",ユーザー（利用者）,5,5,5,4,4
1742,2021/11/15,非公開,人材サービス,営業・販売,100名以上250名未満,ユーザー（利用者）,5,5,5,4,5
1743,2021/11/15,非公開,食品、医薬、化粧品,企画・調査・マーケティング,250名以上500名未満,ユーザー（利用者）,4,4,3,4,3
1744,2021/11/15,非公開,医療,情報処理・情報システム,500名以上750名未満,ユーザー（利用者）,4,5,4,3,3
1745,2021/11/14,非公開,飲食店・宿泊,その他,"750名以上1,000名未満",ユーザー（利用者）,2,3,2,3,3
1746,2021/11/14,非公開,卸売・小売業・商業（商社含む）,一般事務,250名以上500名未満,ユーザー（利用者）,4,4,4,4,4
1747,2021/11/14,非公開,不動産,財務・経理,50名以上100名未満,ユーザー（利用者）,4,4,5,5,4
1748,2021/11/14,非公開,人材サービス,財務・経理,10名以上50名未満,ユーザー（利用者）,1,1,1,1,3
1749,2021/11/14,非公開,卸売・小売業・商業（商社含む）,その他,10名以上50名未満,ユーザー（利用者）,4,4,3,3,2
1750,2021/11/13,非公開,食品、医薬、化粧品,研究・開発,500名以上750名未満,ユーザー（利用者）,5,5,5,5,5
1751,2021/11/13,非公開,通信サービス,経営企画,10名以上50名未満,ユーザー（利用者）,3,3,3,2,1
1752,2021/11/12,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,"750名以上1,000名未満",ユーザー（利用者）,3,4,4,3,3
1753,2021/11/12,非公開,飲食店・宿泊,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,4,5,5
1754,2021/11/11,非公開,建設,営業・販売,500名以上750名未満,ユーザー（利用者）,3,3,3,3,3
1755,2021/11/11,非公開,その他,その他,250名以上500名未満,ユーザー（利用者）,5,4,3,3,5
1756,2021/11/11,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,250名以上500名未満,IT管理者,5,5,4,5,5
1757,2021/11/11,非公開,情報処理、ＳＩ、ソフトウェア,一般事務,100名以上250名未満,ユーザー（利用者）,5,5,5,3,3
1758,2021/11/10,非公開,放送・広告・出版・マスコミ,編集・編成・制作,100名以上250名未満,ユーザー（利用者）,3,3,3,3,3
1759,2021/11/10,非公開,卸売・小売業・商業（商社含む）,企画・調査・マーケティング,10名以上50名未満,ユーザー（利用者）,4,4,5,4,4
1760,2021/11/10,非公開,その他製造,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,4,4
1761,2021/11/10,非公開,その他製造,企画・調査・マーケティング,250名以上500名未満,ユーザー（利用者）,4,4,5,4,5
1762,2021/11/10,非公開,不動産,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,3,4,3
1763,2021/11/09,非公開,自動車、輸送機器,技術・設計,"5,000名以上",ユーザー（利用者）,4,4,4,3,3
1764,2021/11/09,非公開,建設,情報処理・情報システム,50名以上100名未満,IT管理者,2,5,5,5,1
1765,2021/11/09,非公開,その他製造,経営者・役員,250名以上500名未満,導入決定者,5,5,5,5,4
1766,2021/11/09,非公開,食品、医薬、化粧品,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,5,4
1767,2021/11/09,非公開,建設,財務・経理,50名以上100名未満,導入決定者,5,5,5,3,4
1768,2021/11/09,非公開,その他,情報処理・情報システム,250名以上500名未満,ユーザー（利用者）,4,4,4,4,3
1769,2021/11/09,非公開,卸売・小売業・商業（商社含む）,企画・調査・マーケティング,"750名以上1,000名未満",ユーザー（利用者）,5,5,5,5,4
1770,2021/11/09,非公開,その他,総務・人事,"750名以上1,000名未満",ユーザー（利用者）,3,2,2,2,2
1771,2021/11/09,非公開,金融・証券・保険,企画・調査・マーケティング,"5,000名以上",ユーザー（利用者）,4,4,4,4,4
1772,2021/11/09,非公開,その他製造,研究・開発,250名以上500名未満,ユーザー（利用者）,4,4,3,3,4
1773,2021/11/09,非公開,食品、医薬、化粧品,資材・購買,250名以上500名未満,ユーザー（利用者）,4,4,3,4,5
1774,2021/11/09,非公開,卸売・小売業・商業（商社含む）,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,4,4,5
1775,2021/11/09,非公開,食品、医薬、化粧品,財務・経理,250名以上500名未満,ユーザー（利用者）,4,4,4,4,4
1776,2021/11/09,非公開,電気、電子機器,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,2,3,2,3,2
1777,2021/11/09,非公開,情報処理、ＳＩ、ソフトウェア,その他,50名以上100名未満,ユーザー（利用者）,5,5,2,5,5
1778,2021/11/09,非公開,放送・広告・出版・マスコミ,財務・経理,100名以上250名未満,ユーザー（利用者）,5,5,5,4,4
1779,2021/11/08,非公開,その他,企画・調査・マーケティング,10名以上50名未満,ユーザー（利用者）,5,5,4,4,5
1780,2021/11/07,非公開,電気、電子機器,その他,250名以上500名未満,ユーザー（利用者）,5,5,4,3,4
1781,2021/11/07,非公開,金融・証券・保険,一般事務,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,4
1782,2021/11/06,非公開,卸売・小売業・商業（商社含む）,営業・販売,100名以上250名未満,ユーザー（利用者）,4,4,4,3,3
1783,2021/11/06,非公開,卸売・小売業・商業（商社含む）,総務・人事,"750名以上1,000名未満",ユーザー（利用者）,4,5,5,5,4
1784,2021/11/06,非公開,人材サービス,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,5,5
1785,2021/11/06,非公開,医療,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,3
1786,2021/11/06,非公開,電気、電子機器,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,3
1787,2021/11/06,非公開,放送・広告・出版・マスコミ,営業・販売,250名以上500名未満,ユーザー（利用者）,4,4,4,3,3
1788,2021/11/05,非公開,食品、医薬、化粧品,一般事務,"5,000名以上",ユーザー（利用者）,4,3,4,3,3
1789,2021/11/05,非公開,不動産,その他,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,5,4,4
1790,2021/11/03,非公開,通信サービス,企画・調査・マーケティング,"1,000名以上5,000名未満",ユーザー（利用者）,3,3,4,3,3
1791,2021/11/03,非公開,卸売・小売業・商業（商社含む）,財務・経理,"750名以上1,000名未満",ユーザー（利用者）,4,4,3,3,4
1792,2021/11/03,非公開,卸売・小売業・商業（商社含む）,営業・販売,250名以上500名未満,ユーザー（利用者）,5,5,4,4,3
1793,2021/11/02,非公開,卸売・小売業・商業（商社含む）,財務・経理,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,5,3
1794,2021/11/02,非公開,その他,財務・経理,500名以上750名未満,IT管理者,5,5,4,5,4
1795,2021/11/01,非公開,機械、重電,総務・人事,100名以上250名未満,ユーザー（利用者）,4,4,3,4,4
1796,2021/11/01,非公開,その他製造,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,4
1797,2021/11/01,非公開,その他,財務・経理,"5,000名以上",ユーザー（利用者）,4,4,4,3,3
1798,2021/10/31,非公開,放送・広告・出版・マスコミ,営業・販売,50名以上100名未満,ユーザー（利用者）,5,4,5,4,4
1799,2021/10/30,非公開,情報処理、ＳＩ、ソフトウェア,研究・開発,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,4
1800,2021/10/30,非公開,卸売・小売業・商業（商社含む）,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,3,4,3,3,3
1801,2021/10/29,IPGフォトニクスジャパン株式会社,機械、重電,総務・人事,50名以上100名未満,ユーザー（利用者）,5,5,5,3,5
1802,2021/10/29,非公開,不動産,専門職（建築・土木関連）,"750名以上1,000名未満",ユーザー（利用者）,4,4,4,3,3
1803,2021/10/28,非公開,建設,専門職（建築・土木関連）,500名以上750名未満,ユーザー（利用者）,4,4,4,3,4
1804,2021/10/28,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,250名以上500名未満,ユーザー（利用者）,4,4,4,4,4
1805,2021/10/27,非公開,不動産,技術・設計,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,5,5,3
1806,2021/10/27,非公開,情報処理、ＳＩ、ソフトウェア,技術・設計,100名以上250名未満,ユーザー（利用者）,4,4,4,4,4
1807,2021/10/25,非公開,卸売・小売業・商業（商社含む）,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,5,3,3
1808,2021/10/25,非公開,その他,営業・販売,250名以上500名未満,ユーザー（利用者）,4,4,4,4,4
1809,2021/10/23,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,250名以上500名未満,ユーザー（利用者）,4,4,3,3,3
1810,2021/10/21,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,100名以上250名未満,ユーザー（利用者）,4,4,3,3,3
1811,2021/10/20,非公開,運輸,財務・経理,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,4,4
1812,2021/10/18,非公開,情報処理、ＳＩ、ソフトウェア,経営企画,250名以上500名未満,ユーザー（利用者）,2,2,1,1,1
1813,2021/10/17,非公開,人材サービス,一般事務,10名以上50名未満,ユーザー（利用者）,4,5,5,4,3
1814,2021/10/17,非公開,食品、医薬、化粧品,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,4,4,5,4
1815,2021/10/17,非公開,卸売・小売業・商業（商社含む）,企画・調査・マーケティング,10名以上50名未満,ユーザー（利用者）,4,4,4,4,4
1816,2021/10/15,非公開,卸売・小売業・商業（商社含む）,企画・調査・マーケティング,100名以上250名未満,ユーザー（利用者）,3,3,3,3,3
1817,2021/10/15,非公開,その他製造,総務・人事,10名以上50名未満,IT管理者,4,4,3,3,3
1818,2021/10/15,非公開,その他,営業・販売,"5,000名以上",ユーザー（利用者）,4,5,5,5,5
1819,2021/10/12,ラディックス株式会社,通信サービス,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,4,3,3
1820,2021/10/12,非公開,不動産,営業・販売,"750名以上1,000名未満",ユーザー（利用者）,5,5,5,5,5
1821,2021/10/12,非公開,建設,営業・販売,100名以上250名未満,ユーザー（利用者）,5,5,4,4,5
1822,2021/10/12,非公開,放送・広告・出版・マスコミ,一般事務,250名以上500名未満,ユーザー（利用者）,4,4,4,4,4
1823,2021/10/11,非公開,食品、医薬、化粧品,営業・販売,250名以上500名未満,ユーザー（利用者）,4,4,4,5,3
1824,2021/10/11,非公開,卸売・小売業・商業（商社含む）,一般事務,"750名以上1,000名未満",IT管理者,4,4,4,5,5
1825,2021/10/07,非公開,その他,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,4,4,5
1826,2021/09/25,非公開,教育・教育学習支援関係,企画・調査・マーケティング,100名以上250名未満,ユーザー（利用者）,4,3,4,3,3
1827,2021/09/24,非公開,食品、医薬、化粧品,企画・調査・マーケティング,100名以上250名未満,ユーザー（利用者）,4,4,3,3,3
1828,2021/09/19,非公開,卸売・小売業・商業（商社含む）,営業・販売,50名以上100名未満,ユーザー（利用者）,4,4,4,3,3
1829,2021/09/17,非公開,情報処理、ＳＩ、ソフトウェア,財務・経理,100名以上250名未満,IT管理者,4,5,5,5,4
1830,2021/09/15,非公開,卸売・小売業・商業（商社含む）,経営企画,500名以上750名未満,導入決定者,5,5,5,4,3
1831,2021/09/14,非公開,建設,総務・人事,50名以上100名未満,ユーザー（利用者）,5,5,5,5,5
1832,2021/09/14,非公開,建設,営業・販売,50名以上100名未満,ユーザー（利用者）,4,4,4,5,4
1833,2021/09/13,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,"1,000名以上5,000名未満",ユーザー（利用者）,5,5,5,5,5
1834,2021/09/11,非公開,その他,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,4,5,5,5,5
1835,2021/09/10,非公開,人材サービス,営業・販売,"5,000名以上",ユーザー（利用者）,4,3,3,4,3
1836,2021/09/10,非公開,食品、医薬、化粧品,総務・人事,500名以上750名未満,ユーザー（利用者）,3,3,3,3,4
1837,2021/09/10,非公開,情報処理、ＳＩ、ソフトウェア,財務・経理,100名以上250名未満,ユーザー（利用者）,3,4,4,3,3
1838,2021/09/10,非公開,卸売・小売業・商業（商社含む）,経営者・役員,10名未満,導入決定者,4,4,3,5,3
1839,2021/09/08,非公開,自動車、輸送機器,その他,100名以上250名未満,ユーザー（利用者）,4,4,4,4,4
1840,2021/09/08,非公開,情報処理、ＳＩ、ソフトウェア,財務・経理,50名以上100名未満,導入決定者,4,4,3,4,4
1841,2021/09/07,非公開,人材サービス,営業・販売,"750名以上1,000名未満",ユーザー（利用者）,4,4,4,3,3
1842,2021/09/07,非公開,食品、医薬、化粧品,生産・製造,"1,000名以上5,000名未満",ユーザー（利用者）,3,3,4,3,3
1843,2021/09/07,非公開,卸売・小売業・商業（商社含む）,営業・販売,"750名以上1,000名未満",ユーザー（利用者）,4,4,4,4,4
1844,2021/09/06,非公開,情報処理、ＳＩ、ソフトウェア,情報処理・情報システム,"1,000名以上5,000名未満",ユーザー（利用者）,4,5,4,5,4
1845,2021/09/05,非公開,情報処理、ＳＩ、ソフトウェア,営業・販売,"1,000名以上5,000名未満",ユーザー（利用者）,5,4,3,4,3
