at,score,content
2019-12-10 16:06:19,4,"The app is no nonsense business tool. It is the top broker app my fleet uses. Hopefully with this new update of ""Bundle Freight"" it will maximize truck usage."
2019-12-10 14:15:57,5,"I have to say, uber has impressed me very highly, they can do better on lowing there rates, but other than that, they are very good."
2019-12-10 00:30:35,1,"Just signed up and I can't even log in. I get a ""sorry it looks like there was a problem on our end"" message. I even deleted it and reinstalled it."
2019-12-09 05:11:42,5,The best app out there thank you uber.... G.Sandoval-Martin Gonzales!!!
2019-12-03 00:34:32,1,"I have a story. I booked a load from NJ to FL three days before the actual pick up. I go down there on a Saturday after Thanksgiving for a 10am pick up to find out that someone else took the load two hours prior. Mind you I park my truck in Farmindale, so the tolls to go there and back to farmingdale costed me about $200. To this day I still have not heard nothing about the confusion or how this happened or anything about reimbursing me of my wasted time and tolls."
2019-12-01 23:42:38,5,They have worked very hard too improve this app. I'm very impressed at how much it has improved and the choices of loads. Also with filter. Would like to see filter for specific deadhead distance.
2019-11-28 01:52:09,5,Great app for Owner Operators who want freedom in trucking!!
2019-11-26 00:21:48,1,Last update sucks big time
2019-11-25 17:34:29,2,After updating it yesterday Wont open anymore stuck on t black screen ?? I tried uninstalling it then installed back but still same .
2019-11-25 06:02:50,5,Weldone
2019-11-24 22:10:03,1,What experience? Still unable to open.
2019-11-24 20:34:14,3,App is keep carashing even deleted and reinstalled it several times but still black screen and Uber logo in white fonts.loged on Windows says error occurred.DON NOT LEAVE ME YOUR EMAIL as I don't know any thing further than that.
2019-11-23 16:01:13,2,"Have had to uninstall the app twice because it won't open. When Uber fixes this glitch, I'll be glad to reinstall"
2019-11-23 04:33:25,5,This is the easiest way to book a load. The pay is quick and always correct. Thank you Uber Freight!
2019-11-22 19:41:34,1,They do double book loads. So try not to pick loads that are far out or loads that have bigger window pickup times.
2019-11-22 15:30:09,5,I love the app!! Never had a problem with booking a load or anything else. Easiest way to do business. I don't even have to send an invoice!
2019-11-19 04:44:38,1,"Stupid. Tried to create a account, would not let me use the same phone number as the other uber app. I'm not getting another phone to create a account. Will stick to ups."
2019-11-18 17:57:15,1,"For some reason they appear to have decided not to pay accessorials. They blame it on a ""computer glitch"" but that's the same excuse they used over a month ago. They still ""approve"" detention time- just refuse to pay it. Got some smart aleck named ""Paris"" in customer service who claimed to be the CEO of Uber ""there's no one higher than me"" and refused to give a last name or say when or if they intended to pay. (CEO of Uber is named Dara Khosrowshahi, not Paris #nolastlame)"
2019-11-18 15:42:56,1,"It is very well known in this industry that Tql was/is the broker that paid the least. I had been in rides where i tipped the uber driver and he/she dud not get the full tip. When uber came along, it was great at 1st. I stopped using uber when they charged me more than a regular taxi. I have not booked a single load w uber freight. I thought uber freight was going to be transparent by keeping 10% and bridging the gap between customers/shippers and carriers. Not the case."
2019-11-13 00:41:00,2,"Great app if all you want is to pay expenses without getting ahead. The prices are somewhat fair, but the killer is the appointments. Anytime you book a load with some distance, it's booked to only average 350- 475 miles a day if you run for their appointment schedule. If you call them to ask for an earlier appt, they'll argue instead of understanding that your trying to show a profit - that means utilizing your clock as best you can."
2019-11-11 00:47:01,1,This app sucks. I activated my account and it won't let me log in because it says there's no network connection even though I have full 4G??
2019-11-09 13:59:17,5,It is so freaking easy to book loads ang get paid..
2019-11-09 03:58:34,5,Good
2019-11-08 19:34:05,2,Not works properly: no options sort pick up location by state and option sort loads by deadhead not accurate. Uber hide bad reviews about delivery and pick up locations.
2019-11-07 11:31:03,3,Low rates - load availability is is not good- it's not the best out there anymore.
2019-11-07 02:24:17,5,Easy to use and ver nice app to book loads.once you finish a load and upload the bol doesn't take long to pay.
2019-11-05 16:45:19,5,Its Kool.. But you'll need to let the carrier make an offer..
2019-11-05 15:10:03,1,"When Uber was developing this app all they were thinking is how to get rich quick:They have some of the cheapest freight, app want memorise prefferences,app Cant sort loads by distance... Thanks god for internet so there is lots of brokers coming in to the market cant wait to see them fight for a freight against each other.Broker comission should be around 10% but some of them charge 80% that is crazy and greedy, freight market will soon crash because of it..."
2019-11-05 15:08:54,1,"By far worst freight app I have been using, no ability to bid on the load and no way of quick communication, and worst of all it waste my time by listing available loads 300 miles away from my location . I have just spent 15 minutes on the phone to place a offer on the load and they are saying we will call you if you are selected. Why can't you have a bid price on the loads like every other broker if you are seriously trying to be in this business."
2019-11-01 18:53:19,2,Fair
2019-11-01 16:37:22,5,Love Uber Freight is the best.
2019-10-31 13:25:59,5,Great
2019-10-31 12:35:32,5,Awesome
2019-10-30 23:18:26,5,Excellent
2019-10-30 20:21:48,5,Can we bit on the loads?? Can u specific post Reefer loads.
2019-10-30 14:18:02,5,Iwe like the way you do thingsb
2019-10-30 00:48:11,5,Dealing with Uber Freight is very easy and simple One Touch of a button and making money
2019-10-29 23:18:36,5,5 STAR!!!
2019-10-29 22:26:51,5,Not know
2019-10-29 21:31:20,5,Good
2019-10-29 21:26:40,5,The best
2019-10-29 21:21:34,5,Great
2019-10-29 20:08:57,5,Best service
2019-10-29 19:47:21,5,Working for uber its been the greatest expiriensce in to my bussiness recomend
2019-10-29 19:27:39,1,you think after all this time they'd finally get it right.
2019-10-29 19:26:21,5,Great
2019-10-29 19:16:55,4,Good
2019-10-25 06:13:32,1,I downloaded this app just so I could give it a 1-star rating since Uber took away the driver's 5-star rating counter a year-and-a-half ago so all drivers total 5-star rating count is stuck at what it was back in 2017. bastards
2019-10-24 20:45:45,4,"I don't like how the price of the loads that are posted ""let's say on Monday and by Wed the price for that exact same load went down"" it shouldn't go down it should go up to stay competitive with other top rank load boards. And I don't like how if time is permitted the app won't let you book more than one load to deliver on the same day for example if one load delivers early in the morning and the second load delivers that night hours later and the distance between the two loads are nearby"
2019-10-22 13:34:09,1,Not working good at all
2019-10-21 20:43:33,5,Love this
2019-10-21 13:48:32,1,Suspended account without explanation or waning
2019-10-18 21:37:41,2,This app needs to many features updates. I always try to search load nearby but this all shows available load over 300 miles far from area. They need to update new improvement on this app.
2019-10-18 17:12:51,5,"If ur sick of waiting on hold for a broker just to have them low ball you or find this load is not for you because lack of information on DAT ur gonna LOVE this app!!! All the information about the load, shipper/receiver ratings, clear cut detention...I love it!"
2019-10-16 13:59:47,5,Awesome
2019-10-16 01:00:48,3,"1. When I choose reefer, app doesn't show me dry loads that can be hauled on reefer... 2. App is very slow, at least on Note 9 3. Mostly shippers write 38-40k but when you get they'll load you maximum what they can 43-44k. And UBER FREIGHT doesn't compensate that 4. Booking numbers are so small that when you call UF, you have to look at them very closely. 5. Mostly app shows you that milage are shorter than its actually are. They probably calculate with small car routes. 5. It could be nice ...."
2019-10-14 02:21:08,5,Easy Easy Easy
2019-10-10 05:02:01,1,You can't book loads until 4 hours after delivery
2019-10-09 20:45:43,5,Amazing
2019-10-06 11:21:24,5,"ontime payiment, nice popele"
2019-10-04 18:10:36,3,You Should put again ofert option.
2019-10-04 16:22:05,5,Great app
2019-10-04 13:33:24,5,Good
2019-10-04 13:23:37,3,Good
2019-10-04 10:26:48,5,My favorite
2019-10-03 11:27:40,1,This app is garbage I'm losing money because of this app. This garbage kept open up another vision of the app no matter how many time I uninstalled and reinstalled and signed out and signed back in same thing. Old vision I'm using a Galaxy S10e new phone. I'm still having problems with this dumb app. Im this close to delete this uber freight app and take my services elsewhere? What I really wanna know is who's the clown UPDATED this application.
2019-10-02 19:30:53,2,"They were a kinder Gentler company in the beginning, now they Grown you nothing but a #( carrier ) been haul 2 years for them even received a bonus, now my account suspended forever for being late, no waning was given and they don't give a chance ,no loyalty ."
2019-10-02 13:08:28,4,Can u guys add van/reefer load under reefer only search as well or make it option by it self like van only or reefer only... Thanks
2019-10-02 10:02:52,2,"I call in today need help with my app agent told me only send a link to my phone not an email, then i call in again another man also hes been RUDE this is the most rude representative company I ever seen. Please carrier and trucker don't waist your times with these guys soon or later I am sure you will have problem with them if Management allow employees it's ok to be Rude to truckers"
2019-10-02 00:33:41,1,Doesn't log me in.
2019-09-27 13:41:02,1,Trying to sign up for this app and it says you need more information. It asked me to contact you via phone or email. I tried both and neither work. Not good at all. I hope you fix this
2019-09-26 22:40:30,5,Easy to use.
2019-09-26 16:03:46,1,i booked load from ven nuys ca to visalia ca. when i was on the way to pickup load they sent me email with different timing like i have to pickup after one day. i said how can you send me different timing for pickup without my permission you should call i have different schedule i bounced that load bcos of different timing. email is not solution. and if we ask for any compensation thay told me you bounced that load we can't give you nothing. thy did 2 times with me.
2019-09-26 16:03:39,4,great
2019-09-26 16:02:55,5,Awesome! .keep up the good work..!
2019-09-26 13:25:44,5,"Best app thus far.... Transparent, unlike other brokers and their apps"
2019-09-26 13:20:46,4,"Like the app, needs better rates and a negotiation button. I use all the time. Also would help if i can book a load and assign my other driver to a load. Can only book 1 truck for the day"
2019-09-26 13:15:25,5,Very simple to use.
2019-09-26 13:14:52,5,Very easy to book loads. No phone calls. Gives complete addresses of pick and drop locations before you book load. Quick pay at no charge. Thanks Uber Freight 👏
2019-09-21 17:32:51,1,I can't even install the app for some reason
2019-09-20 01:54:59,1,Probaly the worst app out there. Dirt cheap freight plus they come up with excuses to not pay detention. (Hidden rules)
2019-09-19 18:01:07,1,"Whoever took the information for the load that my company booked with this place is a total moron, wrong information for pickup, phone numbers incorrect!! At least get people that speak English that one can understand when you call them... DO NOT USE THESE MORONS!!!!"
2019-09-18 15:41:38,4,Good
2019-09-18 02:01:10,1,Doesn't work. Requires emailing Uber to signup and they don't respond. I just want to book a freight delivery. It's easier to go through MSC. This app is a joke.
2019-09-17 23:58:00,1,"HORRIBLE COMMUNICATION!!! My account got suspended for no reason. Uber Rep advised that it was due to me and my drivers arrived late to shipper/receiver but, the the last 4 loads we did was a month ago where we DID arrived on time!!"
2019-09-16 18:31:23,1,What happened to this app? How can I install the old version?
2019-09-16 17:40:08,5,awesomeness
2019-09-15 02:39:24,4,Hi i want know if we can use the 26' box truck for uber freight thank you
2019-09-14 01:33:15,1,"You were perfect when you first started, now you put too many stuff on the app and it keeps freezing up, very poor"
2019-09-11 17:47:56,1,Cant open app reset password still wont open
2019-09-10 13:50:12,2,App needs more functionality
2019-09-10 00:06:41,1,"App will not work for me. I login then it says no network error, check that I'm not in airplane mode. Has never worked, have to use website."
2019-09-09 15:11:45,2,"Had no problems with this app at all ..... until latest update!! Running S10 with up to date software and this app constantly says ""lost connection"" even though all other apps requiring connectivity work perfectly. I have to close and reopen app constantly to book any load. Dont update if you are running older version!!"
2019-09-06 18:46:29,5,Excellent
2019-09-06 18:46:22,4,Not bad
2019-09-06 01:04:57,1,This app will not work properly at all.... keeps saying not enough information after you attempt to login and the full page isn't even showing up. You can't scroll or really do Anything because your looking at half a screen. Can't make it past the login page which doesn't even work
2019-08-31 15:05:18,4,"This app is good, but it could be better if it is designed to allow carrier to make offer on every posted load price."
2019-08-29 17:09:23,1,Uber suck
2019-08-29 03:38:00,1,"Can't log in, type in info and password disappears when I hit enter"
2019-08-28 13:19:58,2,"App repeatedly stops loading available loads 'near you' and has to be deleted and reinstalled. Even then it may not load properly. Support has no solution. Now they force a new app that is totally changed from what everyone is used too and worse. All my favorite loads are gone replaced with loads I've never hauled before. Gone is the easy to read contrasting blacks and whites, now it's an all white background with no dark mode option. Just another battery drain on my phone that i don't need."
2019-08-28 12:19:07,5,Wonderful.
2019-08-28 05:13:52,1,Old format was much better. Get it back!!! Please.
2019-08-27 13:10:44,1,It doesnt work
2019-08-23 03:04:34,1,"Trash loads, bad scheduling, no communication with uber brokers and shippers/receivers. These people are clueless... They need to stick with ride sharing, because freight is not there lane!"
2019-08-20 21:16:34,1,Downloaded app 30hrs ago with no access. Maybe this will speed things up.
2019-08-20 20:17:38,1,The pick up/drop off addresses are wrong 90% of the time which results in confusion and cancellations with no TONU! Prices are ridiculous and hurt the market and the drivers. Uber Freight should really take another look at their ethics and train their employees more accurately.
2019-08-20 16:11:28,5,great
2019-08-15 20:33:31,1,garbage freight
2019-08-15 17:18:07,1,"i can't see that any loads are available, please fix problem, i can't work if i can't find freight, is anyone else having problems"
2019-08-15 16:23:49,1,"I tried booking a load with Uber for the first time and it ask to assign the driver and that he had 30 minutes to accept it. since he had not received any information I called their customer service. the first attempt I was waiting for 12 minutes, second attempt took 20 minutes for them to answer & tell me that someone else has booked the load. in total i spent over 40 minutes & resolved nothing, waste of time."
2019-08-14 22:59:49,1,this new update sucks!!!!!!!!. it is more difficult to upload your paperwork sometimes not all my loads show on my appt ever since this app I been backed up on billing all uber loads. this new app always losing connection and is very slow compare to the old version. this new app is more difficult to book loads I can keep going
2019-08-14 22:10:40,2,this new version app is very buggy
2019-08-14 11:57:33,1,it doesn't work at all...the first problem is you don't respond already emailed u...and i can't login while it was activated.
2019-08-13 01:22:37,3,It was good till two days but i don't what happen couldn't see loads from mybcell phone app was try to solve it with custumer service but it wasnot solve it yet
2019-08-12 22:47:34,1,can i get someone on the phone or email to sign up?! its been a week
2019-08-11 23:38:48,5,very good
2019-08-11 19:58:54,1,"I liked the options to watch the loads I am interested in or could make an offer if it wasn't enough..i also liked the old format it also is easier on the eyes..ive noticed the updates to this app ARE not in the interests of the carrier,this is a take or leave it app..ive also been told by it's associates that they can block you from seeing good loads or lanes you already cover..the experiences with there carrier service at times are very difficult and quite condescending.so bware of this be safe"
2019-08-10 13:18:35,2,"On my load option it said no load booked for today or tomorrow. if I go to book load option, it show load already booked when I didn't book any load. this version is worse for driver and dispatcher. 👎"
2019-08-09 16:04:13,5,ok
2019-08-08 15:01:09,5,It's EASY!!
2019-08-08 09:58:10,5,uber freight is exclt
2019-08-07 03:18:10,1,"im really hating this app since they changed it,i think it's terrible,always freezing and not working correctly.i think they should change it back to the way it was,worked great back then."
2019-08-07 01:19:53,4,"wish I had this year's ago. no hassle, dont have to listen to brokers blow smoke, if you like the price book it."
2019-08-06 21:54:14,1,"Its says im booked on days that im not booked, therefore I cant see loads for those days. FIX IT!!!"
2019-08-06 15:02:45,5,love It
2019-08-06 14:44:48,4,good source it keeps up with cuurent rates somewhat
2019-08-05 23:48:54,1,no way to watch loads or bid on them
2019-08-05 13:52:03,5,good
2019-08-05 05:44:29,5,good
2019-08-04 20:47:28,5,"its great app. you can trust and follow the instructions prompted. as a broker Uber is better than all others, easy and graunteed detention is paid. load is paid on 7 days direct deposit to account no deduction"
2019-08-02 23:38:43,5,I just love it
2019-08-02 18:24:49,1,will not load past 69%... I've tried 4 times...
2019-08-01 01:45:03,2,Frequently needs to be uninstalled and reinstalled to function properly. Very frequently! support has been of no help. In fact they will do a bunch of things and try hard to fix. But after a rather lenthy session I was always told to uninstall and reinstall. Almost every week I find it not functioning appropriately and uninstall and reinstall without calling support now. 2 stars because we like to haul for them otherwise would be 1 star! Need a Web version as a backup like most broker boards!
2019-07-31 13:01:31,5,un novel de primer service y exelencia de lo mejor
2019-07-31 10:39:41,3,ok
2019-07-31 09:06:54,5,great
2019-07-31 04:25:52,1,"this app won't let me book no more than one load per day and we have multiple drivers it doesn't make any sense they need to fix this bug I called app support and they can't see anything wrong on their side I uninstalled and reinstalled and still the same problem, I'm listed as dispatcher and driver on the app so I was able to book loads for my other drivers under the older Uber freigh app version. now it shows that I already booked a load for the day and I can't book anything else."
2019-07-31 01:34:55,1,"first day trying to use the app and it says you're already booked for this day, it says this for everyday i try but ive never booked 1 load, cant even see what loads are available because it says you can only book 1 load per day, help would be greatly appreciated ive called the number and they say its not there problem it's the apps problem"
2019-07-30 23:44:17,5,very nice app
2019-07-30 21:40:30,5,Great
2019-07-30 21:14:00,5,quick and easy to search good rates
2019-07-30 20:10:36,5,great
2019-07-30 20:05:18,5,good I in no
2019-07-30 17:03:37,1,"So here's what you getting by working with UF. I have account but when Im trying to login it says dont recongnize email. Well, called and emailed UF support 10+ times and guess they give a S#17? Nooooo, Im ignored for 2 months. Good luck getting ANY support from these morons! update: So for you UF: I emailed your support 10+ times and got ZERO replies."
2019-07-26 21:29:26,5,can i do that with a cargo van?
2019-07-26 21:24:43,1,"This is a race to the bottom for owner operators. they're searching for the lowest bidder. Shippers, cheap trucks usually mean cheap service."
2019-07-26 17:39:27,1,with a new update post truck notification not working. try to uninstall and install many time from yesterday. pls fix this issue
2019-07-24 20:02:20,1,"When submitting paperwork for detention, the app only allows for 1 image, though you are able to submit more pages with your P.O.D. Also, even when you show them that you are at the pickup or delivery on time, they still state that you didn't meet the detention criteria .. easy way to cheat us out of detention pay. Also, rates for anything over 300 miles are so low as to not be worth looking at. They can certainly do better."
2019-07-24 17:59:01,5,ok
2019-07-24 00:42:58,2,The user interface sucks. The colors are bad. I like the older version better than this new one. It's harder for me to post up my truck with the new updates.
2019-07-22 18:14:29,2,"They're okay as a brokerage, but the app is surprisingly bad. Constantly having to uninstall and reinstall because it crashes all the time. Functionality is terrible. If you happen to pull reefer and you want to look through dry loads, you literally have to sift through all their dry loads to see which ones allow reefer trailers because they don't program in a way to sort out van only loads. Clearly rushed to the market with a lack of input from trucking professionals."
2019-07-21 01:54:41,5,good
2019-07-19 16:51:07,5,good app
2019-07-18 20:20:13,5,great way to get your truck loaded.
2019-07-17 23:10:35,1,"i have been working with them for almost an year now. rates are decent customer service is good. however, ifyou run into an issue....god speed. nobody is able to help you. customer service takes the call, they emphatize with you...solution? just forget about it. are you on the way to the pick up? they will call u almost every hour(even though the app updates your location) but when it comes to resolving an issue....nobody is to be found. i can give you at least 10 examples...not enough space here"
2019-07-17 19:40:00,1,the most garbage app out here..
2019-07-16 16:17:27,1,"tried it repeatedly, doesn't work"
2019-07-16 06:59:01,1,i can't seem to log in stock at call or email won't let me call i have emailed them several times and have gotten no response.
2019-07-14 08:56:54,2,"New update is bad bad bad. I repeat--bad. You can only book ONE load a day and if it's an overnight load spanning two days, it will say ""Load Already Booked"" for both days. So you can only do one load for two days. Needs to be fixed before it is thrown on drivers like this. I have ran over 150 loads for Uber Freight in the past but this is making me want to quit them all together."
2019-07-10 22:30:13,1,i hate the new look of the app..
2019-07-10 18:00:09,1,"app dose not work on my phone. Always asking for network connect. All other apps working properly. Uninstall and reinstall, still doing same thing. Fed up with App."
2019-07-09 16:33:59,1,not being able to switch from my old company to my new one it's taken 3 months still not fixed
2019-07-09 03:06:52,1,"claims my uber account is disabled when i can login to Uber, Uber Driver, and Uber Easts without issue. the uber freight website then claims i have to make a new account AFTER i successfully sign in because there is already an account using my email? makes no sense."
2019-07-03 13:06:11,1,"very poor service, almost scammers"
2019-07-03 01:33:10,1,watch out whit this people I have twice booked a load whit them and arrive to the shipper and the load was already pu by another carrier.
2019-07-02 05:55:16,1,"I booked my load on uber app when driver arrived for pickup ..shipper don't have load,I called uber they say they will call me back but don't know how long it will take.Very bad experience with this uber freight, hope I could have read reviews before booking load."
2019-07-02 03:04:12,2,I did over 50 loads and love everything about it except for customer service only one person name Richard is wort person to talk to... he helped me few times and always had problem. asked for his supervisor and said he is the boss. can Uber please train their customers service ppl when we ask for lumper fee. thank you
2019-07-01 16:26:47,4,it's not the best at times ... but they well get you there.👍
2019-06-28 13:03:50,1,The way they handle problems is an absolute joke. Should you run into a problem like a wrong pick up number or wrong adress prepare to loose up to 12 hours of your time before they will be able to solve your problem. because the only people that can are account managers and they only available from 8am-5pm. The 24 hours call center can't help you much. They do listen to you and update the system and tell you that they will call you but THEY NEVER DO ! I had 3 TONU in a single week. 24+hours lost
2019-06-28 02:32:00,1,terrible
2019-06-26 02:01:23,5,in starting uber FREIGHT was very good. So many loads but now going down day by day.
2019-06-24 16:35:37,5,good
2019-06-21 15:58:40,1,crazy
2019-06-21 00:07:44,5,"easy to use, fast payment ,no charge"
2019-06-20 14:22:12,1,that broaker don't have account payment department. you call not body can said nothing to you. every time you call the said someone going to call not body call..att. pena transport LLC
2019-06-18 23:24:45,1,rubbish need alot of fine tuning service and provider
2019-06-18 13:30:47,1,will not accept my password waste of time
2019-06-15 10:20:26,1,"The app is great. Reason for the 1 star is because the rates are below average and and when you need assistance, is like a bunch of different kids answer the phone every time you call. If you ask for a supervisor they say they can't transfer calls. I waited for 2 hrs to get a TONU approved so I could leave the shipper. It kinda makes me feel like they are stalling to get me frustrated and leave without compensation. NO NEED FOR AN AUTOMATED RESPONSE."
2019-06-14 14:33:41,2,"wont let me log in , i have an accout click the sign in it to my email and password I need to put a new email and password because my email passes already taken , im trying to log in not sign up 😠"
2019-06-13 19:55:13,5,good
2019-06-10 17:34:23,1,dis company is sox
2019-06-04 15:50:34,1,not working properly
2019-06-04 08:51:46,1,Went to use this and it wouldn't accept my email. What a way to start a relationship. going back to Uship.
2019-06-04 01:11:09,1,won't open
2019-06-03 03:37:29,1,"uber is a scam stop hauling cheap freight.and make somebody taking advantage of your life,they call it smart way to find idiot driver i call it abuse."
2019-06-01 02:32:06,2,this app give me hard time I can not change my password. when I try to contact uber no body is Abel to help me.
2019-05-31 11:49:23,5,they changed the way to do business. they put more money to the drivers pockets
2019-05-31 11:39:10,1,I dont have same phone number I forgot my password need help
2019-05-30 23:32:37,1,will not let me log in. endless login loop on galaxy s9
2019-05-29 21:13:20,1,experience was horrible never had an account with them but my phone number they recognized but my email they don't. all I want to do is start an account with you guys but your app is too stupid to let me
2019-05-29 11:37:22,3,where is horizontally positions????
2019-05-23 18:45:29,2,do u have to have CDL
2019-05-23 01:11:49,4,nice
2019-05-22 12:44:38,1,it would not let me log in cuz iam an uber driver. it says I need to enter a new phone and email. I have only one phone number.
2019-05-21 10:47:48,1,"i have signed up and downloaded this app ony Android phone but when i enter my ID and password it's given me error, ""No Network Connection"" i uninstalled the app and reinstalled but still not working.."
2019-05-17 21:32:59,1,loads pay below low
2019-05-16 13:15:54,4,Great company to work with! Quick pay with no fees. Only issue is when you put in a search parameter it does not show you the closest loads first. You have to scroll through and look at all the loads.
2019-05-10 21:36:03,1,app got Frozen even the load is been delivered you can't upload paperwork sometimes and also make you look that you are late to appointment and deliver
2019-05-10 12:11:31,1,Uber has cheap freight and does not care about their carriers. Very disrespectful
2019-05-07 03:53:03,5,just love how to book a load.
2019-05-06 19:47:30,1,I would never do business with these people tried telling me my DOT number is not active after I just told them I spoke to FMCSA and they told me it was. Then when I told then to delete my info they hung up on me.
2019-05-06 17:06:08,2,"seems like they would put the ability to update the status of a load in the app... enroute to shipper, arrived at shipper, loaded and enroute to receiver, arrived at receiver, unloaded.. etc. but what do I know? I'm just a truck driver."
2019-04-27 00:33:50,1,"very low rates, I just can't believe they're posting loads for a dollar per mile."
2019-04-23 17:41:21,5,like it
2019-04-22 13:47:24,2,"easy to book loads, but no ability to negotiate price. need some way to put offers on carriers side. prices not good in most cases. to many short loads, with very low rate. miles shown is not road miles but air miles."
2019-04-20 21:18:05,5,be fair to drivers & you will win.
2019-04-19 12:40:07,1,cheap freight
2019-04-19 06:59:06,1,it says no results found when i search by location. it only shows the loads they want me to see. and very cheap.
2019-04-18 15:55:12,5,super And Easy
2019-04-16 22:23:39,1,There needs to be the ability to bid on loads. We dont have time to be making 10 phone calls a day. we should be able to bid on a load and see what bids have been made already. Also as much of the information on the shipper and receiver should be seen. Make this more driver friendly not Broker friendly. 1 star.
2019-04-15 08:33:38,1,"app is not working as before.have to constant watch board.not getting notifications. called 3 staffs told me 3 different things.problem still not fixed.rates changes a lot,some carriers have watch list,it seems as though the location is backwards ,hard to get answers."
2019-04-12 20:50:55,3,"App will not show loads, match not found message. It'll tell me loads are there and show when I press the heart"
2019-04-08 16:21:17,1,Nothing but problems out of this app
2019-04-05 12:28:49,1,"they give you 5 shipping options but then after sign up say ""yeah we really only have the first two. and it has to be full load"" waste of time"
2019-04-04 15:48:27,5,simple and reliable
2019-04-04 15:32:52,5,Easy way to book loads.
2019-04-04 15:29:40,1,you have the heaviest load there is and on top of that you want to look at around 100miles around and it gaves loads 250 miles away some times is a waist of time
2019-04-04 15:11:04,1,the rates suck and you cannot negotiate
2019-04-04 15:09:18,3,you don't have load from Los Angeles to Phoenix AZ
2019-03-30 12:48:21,4,I have an Uber Driver account and the phone number is on that account. I tried to make an Uber freight account and it seems like I cannot use the same account with Uber Freight. Why not??? I only have one phone number. And I have my CDL as well. What? You can't do both unless you have two emails and two phone numbers?
2019-03-29 14:02:14,1,so.e have tools to put offer on load others don't have it
2019-03-28 14:37:42,1,Uber monopolized the truck market now great. This is an app where carriers can get booked on cheap freight with no option for negotiation. I guess Uber is trying to be the #1 worst broker.
2019-03-28 14:35:34,2,"board doesnt show loads for current day olso the next day to,says post ur truck for each day but main board doesnt show loads near by"
2019-03-27 21:25:27,1,near me is not 250 plus miles away from me.
2019-03-27 20:20:12,3,The new update is that for all drivers or only a select group?
2019-03-27 19:19:48,2,"Every update I have to uninstall and reinstall the app. It shows runs no where near your location if you pulled a similar load out of there before loads available near you. The volume of freight declined significantly. Also, now it is asking for me to turn on my location. It is already on...."
2019-03-26 16:38:10,3,Need to update so u can have a bid buttin instead of calling in placing a bid on them low prices
2019-03-24 18:56:44,4,the app works great except when it tells you theres loads available and wont show them to you. I've had to remove and re download a couple time to fix this. if you expect to get your detention when you first submit your invoice... think again they short paid my factoring company saying it wasnt authorized yet when we recieved a new rate con after authorization. when appointment changes need to be made then it can turn into a nightmare. getting better. good company.
2019-03-24 15:39:50,1,$90 for 50 miles trip. why do these companies love to see us starve?
2019-03-23 07:54:40,5,thankyou
2019-03-19 15:55:46,5,very easy to work with!
2019-03-18 15:10:28,3,why do some get the option to bid and the one I have doesn't even of I download beta or not
2019-03-16 20:59:52,2,Makes no sense that I have to create a whole new email account just to sign up
2019-03-14 10:48:17,5,its a great
2019-03-09 20:49:18,5,eady to work with . very detailed on the loads im happy with it
2019-03-09 11:56:54,3,"The support staff are very good. My assigned staff/broker is very good. The app also very good; easy to use, all the info and map. The only issue is pricing. You get a load with good price but next time you see the same load it has a price reduction and everyday after it's less and less. You'll see two loads going to same place, even same appointment and a difference in price. They say it's the software that prices but no one bothers to correct issue. If it wasn't for that it would be a 5 star"
2019-03-08 15:25:40,1,Won't let me log in. Changed password because it said it was wrong and it wasn't.
2019-03-08 06:57:15,4,improving
2019-03-08 05:11:57,1,"man this app sucks, that's all. no other comment. can't log in what ever i do, support has been lazy and not worth it. whatever"
2019-03-05 19:16:55,2,I'm not logging into de app
2019-03-05 17:54:22,1,"Can't log on at all. Account reset is not an option. Has my phone number tethered to some email I dont know. Called for help, got voice mail. Good luck starting out in limbo."
2019-03-03 03:20:48,5,"Freemarket at its best, pay is very low but it's better than empty miles. Gets me home also. I also cancelled loads without penalties if i find a better paying load."
2019-03-02 07:00:25,4,good
2019-03-02 02:30:41,5,none
2019-02-28 03:12:51,1,won't load
2019-02-27 18:17:35,5,"Very easy to work with uber freight, you can see where is and who is the shipper and receiver, very fast payments. Thank you"
2019-02-26 16:52:13,5,very good
2019-02-24 18:34:23,1,it will not let me login to my account and it keeps sending me to the rider side and not the freight side guess they don't want my business
2019-02-22 19:07:08,1,"Never again. I booked and delivered only one load. It was really cheap, 450 mi for 600$. I was detained at the shipper for 4 h, thats why next morning I called my representative to tell her that I'll be late 30-40 min for 10 am delivery. She said thats ok, and she will notify the receiver. Then she told me that she moved my appointment for NEXT day 6 PM. (Thank you). I was only one hour away. That was my first and last load for them."
2019-02-22 15:18:56,5,So far so good.
2019-02-21 21:13:06,5,this is the future.. nice dispach no truble on canceletion
2019-02-19 05:56:21,5,the best load board!!!
2019-02-18 15:27:56,4,"its a great app...1 problem though, in the app is says near you...it always shows Illionis (chicago area) or Ohio (Columbus, Cincinnati area) I am in Indianapolis, IN . even updated the location an still same."
2019-02-18 03:49:19,4,need to have a negotiation button. you offer a rate I can counter..etc
2019-02-17 17:53:36,5,nice
2019-02-16 23:25:46,1,tried to sign up when i hit submit it would just refresh to the previous screen this app is broken and needs repair your loss not mine
2019-02-16 21:39:53,5,This app made my load searching and booking life so much easier. Rates need to be set for all posting. Nothing below 2.50 per mile. just my opinion. Overall great app!!
